Entry	Entry Name	Protein names	EC number
A0A1L6QML7	A0A1L6QML7_SERMA	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1L7NE82	A0A1L7NE82_PSEPU	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1M0CWP2	A0A1M0CWP2_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A1N6MRK3	A0A1N6MRK3_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1Q3N9C8	A0A1Q3N9C8_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1Q4NXK4	A0A1Q4NXK4_SERMA	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1Q4PJR5	A0A1Q4PJR5_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A1Q5VK74	A0A1Q5VK74_SERFO	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A1Q5ZG79	A0A1Q5ZG79_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1Q6BGT9	A0A1Q6BGT9_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1R0FT13	A0A1R0FT13_CITBR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1S1G7Y4	A0A1S1G7Y4_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1S1HTX1	A0A1S1HTX1_PROST	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1S2RQF1	A0A1S2RQF1_CITFR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1S9J7X7	A0A1S9J7X7_SHIBO	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1S9JJK6	A0A1S9JJK6_SHIBO	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A1U8KSQ8	A0A1U8KSQ8_GOSHI	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A1U8KXI7	A0A1U8KXI7_GOSHI	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A1U8NR73	A0A1U8NR73_GOSHI	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A1V2GBV3	A0A1V2GBV3_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A1V2URR1	A0A1V2URR1_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1V6RU18	A0A1V6RU18_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A1V8NSP7	A0A1V8NSP7_CITBR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1V8NUM8	A0A1V8NUM8_CITBR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A1W0CA25	A0A1W0CA25_9NEIS	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1W0CH09	A0A1W0CH09_9NEIS	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1W2DCC7	A0A1W2DCC7_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1W5DQ75	A0A1W5DQ75_SERPR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1X0Z4X2	A0A1X0Z4X2_PSEPU	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1X1A8P8	A0A1X1A8P8_PSEPU	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1X3I3U9	A0A1X3I3U9_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A1X3I719	A0A1X3I719_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1X3IZ68	A0A1X3IZ68_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1X3J2A4	A0A1X3J2A4_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A1X3JFP9	A0A1X3JFP9_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A1X3JGD3	A0A1X3JGD3_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1X3JX02	A0A1X3JX02_9ESCH	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1X3L0E8	A0A1X3L0E8_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A1X3L229	A0A1X3L229_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1X3LGA5	A0A1X3LGA5_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A1X3LKK9	A0A1X3LKK9_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1X3LZ61	A0A1X3LZ61_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1X3M0R5	A0A1X3M0R5_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A1Y2Y785	A0A1Y2Y785_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A1Y3CC32	A0A1Y3CC32_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1Y3CP26	A0A1Y3CP26_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1Y3D4E8	A0A1Y3D4E8_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1Y3FAR6	A0A1Y3FAR6_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A1Y3KP67	A0A1Y3KP67_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A200LHZ1	A0A200LHZ1_SHISO	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A210GEJ0	A0A210GEJ0_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A212I7A3	A0A212I7A3_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A221FU25	A0A221FU25_SERMA	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A228EH98	A0A228EH98_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A229AVU1	A0A229AVU1_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A229Y910	A0A229Y910_ASPFM	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A233RDF6	A0A233RDF6_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A236Q6L4	A0A236Q6L4_SHIBO	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A239JMG2	A0A239JMG2_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A241VZ27	A0A241VZ27_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A243TW67	A0A243TW67_CITFR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A244BFV5	A0A244BFV5_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A246GVZ6	A0A246GVZ6_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A246NV19	A0A246NV19_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A257E5N0	A0A257E5N0_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A264VN12	A0A264VN12_PRORE	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A271UPZ5	A0A271UPZ5_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A292A8R9	A0A292A8R9_SERFO	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A2A5MLH0	A0A2A5MLH0_9ENTR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2D0IUB4	A0A2D0IUB4_XENBU	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2D0JWM0	A0A2D0JWM0_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2D0K5Q0	A0A2D0K5Q0_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2D0KRS1	A0A2D0KRS1_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2D0L2P2	A0A2D0L2P2_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2D2M844	A0A2D2M844_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2G0QDX4	A0A2G0QDX4_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2G7FQD8	A0A2G7FQD8_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A2H9U5T4	A0A2H9U5T4_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2I8S5H1	A0A2I8S5H1_9ENTR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2I8S9Q2	A0A2I8S9Q2_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A2I8SSX7	A0A2I8SSX7_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2K3TSA9	A0A2K3TSA9_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2L0LMK0	A0A2L0LMK0_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2M8MKB8	A0A2M8MKB8_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2P7QJY2	A0A2P7QJY2_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2S0VAU4	A0A2S0VAU4_9ENTR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2S4M800	A0A2S4M800_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2S4Q7S8	A0A2S4Q7S8_CITFR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A2S4T115	A0A2S4T115_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2S8DJG1	A0A2S8DJG1_SHIBO	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2S8JVC9	A0A2S8JVC9_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2S8YUS1	A0A2S8YUS1_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2T2Y7G2	A0A2T2Y7G2_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A2T5NK02	A0A2T5NK02_9NEIS	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2T5NTH5	A0A2T5NTH5_9NEIS	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2T5QA04	A0A2T5QA04_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2U2AP97	A0A2U2AP97_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2U9L171	A0A2U9L171_PRORE	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2V2T0S2	A0A2V2T0S2_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2V4I5P6	A0A2V4I5P6_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2V4K855	A0A2V4K855_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2V5FEA1	A0A2V5FEA1_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2W1N8I2	A0A2W1N8I2_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2W7L262	A0A2W7L262_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2W7P1F6	A0A2W7P1F6_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2W8ICN9	A0A2W8ICN9_KLEVA	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2X1MTH0	A0A2X1MTH0_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A2X1NGK1	A0A2X1NGK1_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2X1QR58	A0A2X1QR58_KLEPN	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2X2K7Z2	A0A2X2K7Z2_SHIDY	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2X3DPH5	A0A2X3DPH5_KLEPN	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2X3KDN9	A0A2X3KDN9_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2X7FFS1	A0A2X7FFS1_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2X7FIV6	A0A2X7FIV6_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A2X7GA43	A0A2X7GA43_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2X7PRU7	A0A2X7PRU7_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A2X7PYF6	A0A2X7PYF6_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A2Z3EVA1	A0A2Z3EVA1_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A2Z3X4S5	A0A2Z3X4S5_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A315FY16	A0A315FY16_SALET	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A315T2P1	A0A315T2P1_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A318J7A6	A0A318J7A6_9NEIS	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A329B499	A0A329B499_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A329VP96	A0A329VP96_9GAMM	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A329WIN8	A0A329WIN8_9GAMM	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A329WJT3	A0A329WJT3_9GAMM	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A329WRR6	A0A329WRR6_9GAMM	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A329X1S7	A0A329X1S7_9GAMM	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A335G1Y8	A0A335G1Y8_ACIBA	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A336NUW7	A0A336NUW7_CITFR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A336P184	A0A336P184_CITFR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A345LXM4	A0A345LXM4_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A345WCR2	A0A345WCR2_ACIPI	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A345Y863	A0A345Y863_9NEIS	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A350GII8	A0A350GII8_9ENTR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A368IQ90	A0A368IQ90_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A370NQV7	A0A370NQV7_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A370T4S3	A0A370T4S3_SERFO	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A372BIJ1	A0A372BIJ1_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A375CEV6	A0A375CEV6_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A375CKZ6	A0A375CKZ6_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A375D800	A0A375D800_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A375EV21	A0A375EV21_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A375FD24	A0A375FD24_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A375HLR1	A0A375HLR1_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A375HRQ2	A0A375HRQ2_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A375II83	A0A375II83_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A376KWN8	A0A376KWN8_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A376M449	A0A376M449_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A376M6S2	A0A376M6S2_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A376REH4	A0A376REH4_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A376U550	A0A376U550_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A377CLY0	A0A377CLY0_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A377CUV0	A0A377CUV0_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A377WGT7	A0A377WGT7_KLEPN	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A378A0J8	A0A378A0J8_KLEPO	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A378GIG5	A0A378GIG5_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A379GWH8	A0A379GWH8_PROST	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A380A3A8	A0A380A3A8_SHIFL	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A380QAY3	A0A380QAY3_YERPU	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A380T170	A0A380T170_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A385ESQ3	A0A385ESQ3_ACIBA	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A385Z3M9	A0A385Z3M9_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A397GLJ0	A0A397GLJ0_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A397GWV6	A0A397GWV6_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A397HV81	A0A397HV81_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A398QFB2	A0A398QFB2_SHIBO	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A398TV40	A0A398TV40_SHIBO	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A3E2GZF6	A0A3E2GZF6_SCYLI	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A3E2KN58	A0A3E2KN58_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A3F3BRT7	A0A3F3BRT7_KLEPN	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A3G2FAN1	A0A3G2FAN1_9GAMM	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
